"microarray"	"rnaseq"	"flag"
"Os12g0110200"	"Os12g0110200"	1
"Os12g0110300"	"Os12g0110300"	1
"Os12g0110400"	"Os12g0110400"	1
"Os12g0111000"	"Os12g0111000"	1
"Os12g0111400"	"Os12g0111400"	1
"Os12g0111500"	"Os12g0111500"	1
"Os12g0111600"	"Os12g0111600"	1
"Os12g0111700"	NA	3
"Os12g0111800"	"Os12g0111800"	1
"Os12g0111900"	NA	3
"Os12g0112000"	"Os12g0112000"	1
"Os12g0112200"	"Os12g0112200"	1
"Os12g0112300"	"Os12g0112300"	1
"Os12g0112500"	"Os12g0112500"	1
"Os12g0112600"	"Os12g0112600"	1
"Os12g0112800"	"Os12g0112800"	1
"Os12g0113500"	"Os12g0113500"	1
"Os12g0113600"	"Os12g0113600"	1
"Os12g0113900"	"Os12g0113900"	1
"Os12g0114000"	"Os12g0114000"	1
"Os12g0114100"	"Os12g0114100"	1
"Os12g0114200"	"Os12g0114200"	1
"Os12g0114400"	"Os12g0114400"	1
"Os12g0114500"	"Os12g0114500"	1
"Os12g0114800"	"Os12g0114800"	1
"Os12g0114900"	"Os12g0114900"	1
"Os12g0115000"	"Os11g0115350"	2
"Os12g0115100"	"Os12g0115100"	1
"Os12g0115300"	"Os12g0115300"	1
"Os12g0115500"	"Os12g0115500"	1
"Os12g0115600"	"Os11g0116200"	2
"Os12g0115700"	"Os12g0115700"	1
"Os12g0115900"	"Os12g0115900"	1
"Os12g0116000"	"Os12g0116000"	1
"Os12g0116200"	"Os12g0116200"	1
"Os12g0116300"	NA	3
"Os12g0116400"	NA	3
"Os12g0116600"	"Os12g0116600"	1
"Os12g0116700"	"Os12g0116700"	1
"Os12g0116900"	"Os12g0116900"	1
"Os12g0117100"	"Os12g0117100"	1
"Os12g0117200"	"Os12g0117200"	1
"Os12g0117300"	"Os12g0117350"	2
"Os12g0117400"	"Os12g0117400"	1
"Os12g0117500"	"Os12g0117500"	1
"Os12g0117600"	"Os12g0117600"	1
"Os12g0117700"	"Os12g0117700"	1
"Os12g0117800"	"Os12g0117900"	2
"Os12g0117900"	"Os12g0117900"	1
"Os12g0118200"	"Os12g0118200"	1
"Os12g0118300"	"Os12g0118200"	2
"Os12g0118400"	"Os12g0118400"	1
"Os12g0118600"	NA	3
"Os12g0118700"	"Os12g0118700"	1
"Os12g0118800"	"Os12g0118800"	1
"Os12g0118900"	"Os12g0118900"	1
"Os12g0119000"	"Os12g0119000"	1
"Os12g0119600"	NA	3
"Os12g0119700"	"Os12g0119700"	1
"Os12g0119800"	"Os12g0119800"	1
"Os12g0120000"	"Os12g0120000"	1
"Os12g0120100"	"Os12g0120100"	1
"Os12g0120200"	"Os12g0120200"	1
"Os12g0120400"	"Os12g0120400"	1
"Os12g0120500"	"Os11g0121000"	2
"Os12g0120900"	NA	3
"Os12g0121000"	"Os12g0121000"	1
"Os12g0121100"	"Os12g0121100"	1
"Os12g0121200"	"Os11g0123250"	2
"Os12g0121300"	"Os12g0121300"	1
"Os12g0121400"	"Os12g0121400"	1
"Os12g0121600"	"Os12g0121600"	1
"Os12g0122000"	"Os12g0122000"	1
"Os12g0122100"	"Os12g0122100"	1
"Os12g0122400"	NA	3
"Os12g0123100"	"Os12g0123100"	1
"Os12g0123200"	"Os12g0123200"	1
"Os12g0123500"	"Os12g0123500"	1
"Os12g0123600"	"Os12g0123600"	1
"Os12g0123700"	NA	3
"Os12g0123800"	"Os12g0123800"	1
"Os12g0123900"	"Os12g0123900"	1
"Os12g0124000"	"Os12g0124000"	1
"Os12g0124100"	"Os12g0124100"	1
"Os12g0124200"	"Os12g0124200"	1
"Os12g0124300"	"Os12g0124300"	1
"Os12g0124400"	"Os12g0124400"	1
"Os12g0124500"	"Os11g0128300"	2
"Os12g0124700"	"Os12g0124700"	1
"Os12g0124900"	"Os12g0124900"	1
"Os12g0125000"	"Os12g0125000"	1
"Os12g0125200"	"Os12g0125200"	1
"Os12g0125300"	"Os12g0125300"	1
"Os12g0125400"	"Os12g0125400"	1
"Os12g0125500"	"Os12g0125500"	1
"Os12g0125700"	NA	3
"Os12g0126000"	"Os12g0126000"	1
"Os12g0126200"	"Os11g0129600"	2
"Os12g0126300"	"Os11g0129700"	2
"Os12g0126500"	"Os11g0129800"	2
"Os12g0126800"	"Os12g0126800"	1
"Os12g0127100"	"Os12g0127100"	1
"Os12g0127200"	"Os12g0127200"	1
"Os12g0127400"	"Os11g0130500"	2
"Os12g0127500"	"Os12g0127500"	1
"Os12g0127600"	"Os12g0127600"	1
"Os12g0127800"	NA	3
"Os12g0127900"	"Os12g0127900"	1
"Os12g0128000"	"Os12g0128000"	1
"Os12g0128200"	"Os12g0128200"	1
"Os12g0128300"	"Os12g0128200"	2
"Os12g0128600"	"Os12g0128600"	1
"Os12g0128700"	"Os12g0128700"	1
"Os12g0128800"	"Os12g0128800"	1
"Os12g0129000"	"Os12g0129000"	1
"Os12g0129100"	NA	3
"Os12g0129300"	"Os12g0129300"	1
"Os12g0129400"	"Os12g0129400"	1
"Os12g0129700"	"Os12g0129700"	1
"Os12g0129800"	NA	3
"Os12g0129900"	NA	3
"Os12g0130100"	"Os12g0130100"	1
"Os12g0130200"	"Os11g0133001"	2
"Os12g0130300"	"Os01g0536950"	2
"Os12g0130500"	"Os11g0133300"	2
"Os12g0130900"	"Os12g0130900"	1
"Os12g0131000"	"Os12g0131000"	1
"Os12g0131100"	"Os12g0131100"	1
"Os12g0131200"	"Os12g0131200"	1
"Os12g0131300"	"Os12g0131300"	1
"Os12g0131400"	"Os12g0131400"	1
"Os12g0131500"	NA	3
"Os12g0131900"	"Os12g0131900"	1
"Os12g0132000"	"Os12g0132000"	1
"Os12g0132200"	"Os12g0132300"	2
"Os12g0132300"	"Os12g0132300"	1
"Os12g0132400"	"Os12g0132400"	1
"Os12g0132500"	"Os12g0132500"	1
"Os12g0132600"	NA	3
"Os12g0132800"	"Os12g0132800"	1
"Os12g0132900"	"Os12g0132900"	1
"Os12g0133000"	NA	3
"Os12g0133100"	"Os12g0133100"	1
"Os12g0133300"	NA	3
"Os12g0133400"	"Os12g0133400"	1
"Os12g0133500"	"Os11g0136600"	2
"Os12g0133600"	"Os12g0133600"	1
"Os12g0133700"	"Os12g0133700"	1
"Os12g0133800"	"Os12g0133800"	1
"Os12g0133900"	"Os12g0133900"	1
"Os12g0134000"	"Os12g0134000"	1
"Os12g0134200"	"Os12g0134200"	1
"Os12g0134600"	"Os12g0134700"	2
"Os12g0134700"	"Os12g0134700"	1
"Os12g0134900"	"Os11g0138300"	2
"Os12g0135000"	"Os12g0135000"	1
"Os12g0135200"	"Os12g0135200"	1
"Os12g0135500"	"Os11g0138900"	2
"Os12g0135700"	"Os11g0138950"	2
"Os12g0135800"	"Os12g0135800"	1
"Os12g0135900"	NA	3
"Os12g0136100"	"Os12g0136100"	1
"Os12g0136200"	"Os12g0136200"	1
"Os12g0136300"	"Os12g0136300"	1
"Os12g0136500"	"Os12g0136500"	1
"Os12g0136600"	"Os12g0136600"	1
"Os12g0136900"	"Os11g0140400"	2
"Os12g0137100"	"Os12g0137100"	1
"Os12g0137200"	"Os12g0137200"	1
"Os12g0137300"	"Os12g0137300"	1
"Os12g0137500"	"Os12g0137500"	1
"Os12g0137600"	"Os12g0137600"	1
"Os12g0137700"	"Os11g0141100"	2
"Os12g0137900"	NA	3
"Os12g0138000"	"Os12g0138050"	2
"Os12g0138100"	"Os11g0141500"	2
"Os12g0138500"	"Os12g0138500"	1
"Os12g0138600"	"Os12g0138600"	1
"Os12g0138800"	"Os12g0138800"	1
"Os12g0138900"	"Os12g0138900"	1
"Os12g0139300"	"Os12g0139300"	1
"Os12g0139400"	"Os11g0143300"	2
"Os12g0139500"	"Os12g0139500"	1
"Os12g0139600"	"Os11g0143500"	2
"Os12g0140000"	"Os11g0144500"	2
"Os12g0140200"	NA	3
"Os12g0140300"	"Os12g0140300"	1
"Os12g0140600"	"Os12g0140600"	1
"Os12g0140700"	"Os12g0140700"	1
"Os12g0141000"	"Os12g0141000"	1
"Os12g0141100"	"Os12g0141100"	1
"Os12g0141400"	"Os12g0141400"	1
"Os12g0141500"	"Os12g0141500"	1
"Os12g0141600"	"Os12g0141600"	1
"Os12g0141800"	"Os12g0141800"	1
"Os12g0141900"	"Os12g0141900"	1
"Os12g0142600"	"Os12g0142600"	1
"Os12g0142900"	"Os12g0142900"	1
"Os12g0143100"	"Os12g0143100"	1
"Os12g0143200"	"Os12g0143200"	1
"Os12g0143300"	"Os12g0143300"	1
"Os12g0143400"	"Os12g0143400"	1
"Os12g0143800"	"Os12g0143800"	1
"Os12g0143900"	"Os12g0143900"	1
"Os12g0144000"	NA	3
"Os12g0144200"	NA	3
"Os12g0144500"	NA	3
"Os12g0144600"	"Os12g0144600"	1
"Os12g0144700"	"Os12g0144700"	1
"Os12g0145100"	"Os12g0145100"	1
"Os12g0145200"	"Os12g0145200"	1
"Os12g0145400"	"Os12g0145400"	1
"Os12g0145500"	"Os12g0145500"	1
"Os12g0145600"	"Os12g0145566"	2
"Os12g0145700"	"Os12g0145700"	1
"Os12g0145900"	"Os12g0145900"	1
"Os12g0146400"	"Os12g0146400"	1
"Os12g0146500"	"Os12g0146500"	1
"Os12g0147000"	NA	3
"Os12g0147200"	"Os12g0147200"	1
"Os12g0147500"	"Os12g0147500"	1
"Os12g0147800"	"Os12g0147800"	1
"Os12g0148400"	"Os12g0148400"	1
"Os12g0148500"	"Os12g0148500"	1
"Os12g0148600"	"Os12g0148600"	1
"Os12g0148700"	"Os12g0148700"	1
"Os12g0149000"	"Os12g0149000"	1
"Os12g0149100"	"Os12g0149100"	1
"Os12g0149300"	"Os12g0149300"	1
"Os12g0149700"	"Os12g0149700"	1
"Os12g0149800"	"Os12g0149800"	1
"Os12g0149900"	"Os12g0149900"	1
"Os12g0150000"	"Os12g0150100"	2
"Os12g0150100"	"Os12g0150100"	1
"Os12g0150200"	"Os12g0150200"	1
"Os12g0150500"	"Os12g0150500"	1
"Os12g0150700"	"Os12g0150700"	1
"Os12g0151000"	"Os12g0151000"	1
"Os12g0151500"	"Os12g0151500"	1
"Os12g0151900"	"Os12g0151900"	1
"Os12g0152000"	"Os12g0152000"	1
"Os12g0152100"	"Os12g0152100"	1
"Os12g0152200"	"Os12g0152200"	1
"Os12g0152500"	"Os12g0152500"	1
"Os12g0152600"	"Os12g0152600"	1
"Os12g0152700"	"Os12g0152700"	1
"Os12g0152800"	"Os12g0152800"	1
"Os12g0152900"	"Os12g0152900"	1
"Os12g0153200"	"Os12g0153200"	1
"Os12g0153500"	"Os12g0153500"	1
"Os12g0153600"	NA	3
"Os12g0153800"	NA	3
"Os12g0153900"	"Os12g0153900"	1
"Os12g0154000"	"Os12g0154000"	1
"Os12g0154400"	NA	3
"Os12g0154600"	"Os12g0154600"	1
"Os12g0154700"	"Os12g0154700"	1
"Os12g0154800"	NA	3
"Os12g0154900"	"Os12g0154900"	1
"Os12g0155000"	"Os12g0155000"	1
"Os12g0155100"	"Os12g0155100"	1
"Os12g0155200"	"Os12g0155200"	1
"Os12g0155300"	"Os12g0155300"	1
"Os12g0156000"	NA	3
"Os12g0156100"	"Os12g0156100"	1
"Os12g0156200"	NA	3
"Os12g0156400"	"Os12g0156400"	1
"Os12g0156500"	NA	3
"Os12g0156600"	NA	3
"Os12g0156800"	NA	3
"Os12g0157000"	"Os12g0157000"	1
"Os12g0157200"	"Os12g0157200"	1
"Os12g0157700"	"Os12g0157700"	1
"Os12g0158300"	"Os12g0158300"	1
"Os12g0158400"	"Os12g0158400"	1
"Os12g0158600"	NA	3
"Os12g0158700"	"Os12g0158700"	1
"Os12g0158800"	"Os12g0158800"	1
"Os12g0158900"	"Os12g0158900"	1
"Os12g0159000"	"Os12g0159000"	1
"Os12g0159100"	NA	3
"Os12g0159300"	"Os12g0159500"	2
"Os12g0159400"	"Os12g0159500"	2
"Os12g0159500"	"Os12g0159500"	1
"Os12g0159600"	"Os12g0159600"	1
"Os12g0159700"	NA	3
"Os12g0160000"	"Os12g0160100"	2
"Os12g0160200"	NA	3
"Os12g0160300"	"Os12g0160300"	1
"Os12g0160400"	"Os12g0160400"	1
"Os12g0160500"	"Os12g0160500"	1
"Os12g0160700"	"Os02g0446100"	2
"Os12g0160900"	"Os12g0160900"	1
"Os12g0161100"	"Os12g0161100"	1
"Os12g0161500"	"Os12g0161500"	1
"Os12g0161700"	"Os12g0161700"	1
"Os12g0161900"	NA	3
"Os12g0162100"	"Os12g0162100"	1
"Os12g0162400"	"Os12g0162400"	1
"Os12g0162500"	"Os12g0162500"	1
"Os12g0162800"	"Os12g0162800"	1
"Os12g0162900"	"Os12g0162900"	1
"Os12g0163000"	"Os12g0163000"	1
"Os12g0163200"	"Os12g0163200"	1
"Os12g0163300"	"Os12g0163300"	1
"Os12g0163400"	"Os12g0163400"	1
"Os12g0163500"	"Os12g0163500"	1
"Os12g0163600"	"Os12g0163600"	1
"Os12g0163700"	"Os12g0163700"	1
"Os12g0163800"	NA	3
"Os12g0164300"	"Os12g0164300"	1
"Os12g0164600"	"Os12g0164600"	1
"Os12g0164800"	NA	3
"Os12g0165000"	"Os12g0165000"	1
"Os12g0165200"	"Os12g0165200"	1
"Os12g0165300"	"Os12g0165300"	1
"Os12g0165400"	"Os12g0165400"	1
"Os12g0165500"	"Os12g0165600"	2
"Os12g0165600"	"Os12g0165600"	1
"Os12g0165700"	"Os12g0165700"	1
"Os12g0165900"	NA	3
"Os12g0166000"	NA	3
"Os12g0166500"	"Os12g0166500"	1
"Os12g0166700"	"Os12g0166700"	1
"Os12g0167700"	"Os12g0167700"	1
"Os12g0167900"	"Os12g0167900"	1
"Os12g0168000"	"Os12g0168000"	1
"Os12g0168100"	"Os12g0168100"	1
"Os12g0168200"	"Os12g0168200"	1
"Os12g0168400"	"Os12g0168400"	1
"Os12g0168500"	NA	3
"Os12g0168700"	"Os12g0168700"	1
"Os12g0168800"	"Os12g0168800"	1
"Os12g0168900"	"Os12g0168900"	1
"Os12g0169000"	NA	3
"Os12g0169100"	"Os12g0169100"	1
"Os12g0169200"	"Os12g0169200"	1
"Os12g0169300"	"Os12g0543800"	2
"Os12g0169400"	"Os12g0169400"	1
"Os12g0169600"	"Os12g0169600"	1
"Os12g0169700"	"Os12g0169700"	1
"Os12g0169800"	NA	3
"Os12g0170100"	"Os12g0170100"	1
"Os12g0170200"	"Os12g0170300"	2
"Os12g0170300"	"Os12g0170300"	1
"Os12g0170400"	"Os12g0170400"	1
"Os12g0170500"	"Os12g0170500"	1
"Os12g0170600"	"Os12g0170600"	1
"Os12g0170700"	"Os12g0170700"	1
"Os12g0170800"	"Os12g0170800"	1
"Os12g0171200"	"Os12g0171200"	1
"Os12g0171300"	NA	3
"Os12g0171500"	"Os12g0171500"	1
"Os12g0171600"	"Os12g0171600"	1
"Os12g0171700"	"Os12g0171700"	1
"Os12g0171900"	"Os12g0171900"	1
"Os12g0172400"	NA	3
"Os12g0172500"	"Os12g0172500"	1
"Os12g0173300"	NA	3
"Os12g0173400"	"Os12g0173400"	1
"Os12g0174000"	"Os12g0174000"	1
"Os12g0174100"	"Os12g0174100"	1
"Os12g0174200"	"Os12g0174200"	1
"Os12g0174300"	"Os12g0174300"	1
"Os12g0174700"	"Os12g0174700"	1
"Os12g0174800"	"Os12g0174800"	1
"Os12g0175400"	"Os12g0175400"	1
"Os12g0175500"	"Os12g0175500"	1
"Os12g0175700"	"Os12g0175700"	1
"Os12g0175800"	"Os12g0175800"	1
"Os12g0175900"	NA	3
"Os12g0176200"	"Os12g0176200"	1
"Os12g0176300"	"Os12g0176300"	1
"Os12g0176500"	"Os12g0176500"	1
"Os12g0176600"	"Os12g0176700"	2
"Os12g0176700"	NA	3
"Os12g0176800"	"Os12g0176800"	1
"Os12g0177200"	"Os12g0177200"	1
"Os12g0177500"	"Os12g0177500"	1
"Os12g0177800"	"Os12g0177800"	1
"Os12g0177900"	"Os12g0177900"	1
"Os12g0178000"	"Os12g0178000"	1
"Os12g0178100"	"Os12g0178100"	1
"Os12g0178200"	"Os12g0178200"	1
"Os12g0178300"	NA	3
"Os12g0178700"	"Os12g0178700"	1
"Os12g0178800"	"Os12g0178800"	1
"Os12g0179100"	"Os12g0179100"	1
"Os12g0179700"	"Os12g0179700"	1
"Os12g0179800"	"Os12g0179800"	1
"Os12g0180100"	"Os12g0180100"	1
"Os12g0180400"	"Os12g0180400"	1
"Os12g0180800"	"Os07g0499300"	2
"Os12g0180900"	"Os12g0180900"	1
"Os12g0181300"	NA	3
"Os12g0181500"	"Os12g0181500"	1
"Os12g0181600"	"Os12g0181600"	1
"Os12g0181900"	"Os12g0181900"	1
"Os12g0182200"	"Os12g0182200"	1
"Os12g0182300"	"Os12g0182300"	1
"Os12g0182500"	"Os12g0182500"	1
"Os12g0182600"	"Os12g0182600"	1
"Os12g0182700"	"Os12g0182700"	1
"Os12g0182800"	NA	3
"Os12g0182900"	"Os11g0438000"	2
"Os12g0183100"	"Os12g0183100"	1
"Os12g0183200"	"Os12g0183200"	1
"Os12g0183300"	"Os12g0183300"	1
"Os12g0186500"	"Os01g0392600"	2
"Os12g0186600"	"Os12g0186600"	1
"Os12g0186700"	NA	3
"Os12g0187800"	"Os12g0187800"	1
"Os12g0188500"	NA	3
"Os12g0188700"	"Os12g0188700"	1
"Os12g0188900"	"Os12g0188900"	1
"Os12g0189300"	"Os12g0189300"	1
"Os12g0189400"	"Os12g0189400"	1
"Os12g0189500"	"Os12g0189500"	1
"Os12g0189700"	"Os12g0189700"	1
"Os12g0189900"	"Os12g0189900"	1
"Os12g0190000"	"Os12g0190000"	1
"Os12g0190100"	"Os12g0190100"	1
"Os12g0190200"	"Os12g0190200"	1
"Os12g0190400"	NA	3
"Os12g0191200"	"Os12g0191200"	1
"Os12g0191500"	"Os12g0191500"	1
"Os12g0191900"	"Os03g0221150"	2
"Os12g0192500"	"Os12g0192500"	1
"Os12g0193100"	"Os12g0193100"	1
"Os12g0193200"	"Os12g0193200"	1
"Os12g0193800"	"Os12g0193800"	1
"Os12g0194000"	NA	3
"Os12g0194100"	"Os12g0194100"	1
"Os12g0194400"	NA	3
"Os12g0194500"	"Os02g0798900"	2
"Os12g0194600"	"Os12g0194600"	1
"Os12g0194700"	"Os12g0194700"	1
"Os12g0194800"	"Os12g0194800"	1
"Os12g0194900"	"Os12g0194900"	1
"Os12g0195100"	NA	3
"Os12g0196300"	"Os12g0196300"	1
"Os12g0196700"	"Os10g0144700"	2
"Os12g0197100"	"Os12g0197100"	1
"Os12g0197200"	"Os12g0197200"	1
"Os12g0197400"	"Os12g0197400"	1
"Os12g0197500"	"Os12g0197500"	1
"Os12g0197600"	"Os12g0197600"	1
"Os12g0197700"	"Os12g0197700"	1
"Os12g0197900"	"Os12g0197900"	1
"Os12g0198000"	"Os12g0198000"	1
"Os12g0198200"	NA	3
"Os12g0198400"	"Os12g0198400"	1
"Os12g0198500"	"Os12g0198500"	1
"Os12g0198700"	"Os12g0198700"	1
"Os12g0199000"	NA	3
"Os12g0199100"	"Os12g0199100"	1
"Os12g0199200"	"Os12g0199200"	1
"Os12g0199800"	"Os12g0199800"	1
"Os12g0202700"	"Os12g0202700"	1
"Os12g0202800"	"Os12g0199500"	2
"Os12g0202900"	NA	3
"Os12g0203000"	"Os12g0203000"	1
"Os12g0203100"	"Os12g0203100"	1
"Os12g0203200"	"Os12g0203200"	1
"Os12g0203900"	"Os12g0203900"	1
"Os12g0204100"	"Os12g0204100"	1
"Os12g0204500"	"Os12g0204500"	1
"Os12g0204600"	"Os12g0204600"	1
"Os12g0204700"	"Os12g0204800"	2
"Os12g0204800"	"Os12g0204800"	1
"Os12g0205500"	"Os12g0205500"	1
"Os12g0206700"	"Os12g0206700"	1
"Os12g0206800"	"Os12g0206800"	1
"Os12g0207000"	"Os12g0207000"	1
"Os12g0207200"	"Os12g0207200"	1
"Os12g0207300"	"Os12g0207300"	1
"Os12g0207500"	NA	3
"Os12g0207600"	NA	3
"Os12g0208500"	NA	3
"Os12g0208700"	NA	3
"Os12g0208900"	NA	3
"Os12g0209000"	NA	3
"Os12g0209100"	"Os12g0209100"	1
"Os12g0209200"	"Os12g0209200"	1
"Os12g0209300"	"Os12g0209300"	1
"Os12g0209700"	"Os12g0209700"	1
"Os12g0209800"	"Os12g0209800"	1
"Os12g0209900"	"Os12g0209901"	2
"Os12g0210000"	"Os12g0210000"	1
"Os12g0210200"	"Os12g0210200"	1
"Os12g0210300"	"Os12g0210300"	1
"Os12g0210400"	"Os12g0210400"	1
"Os12g0210800"	"Os12g0210800"	1
"Os12g0211000"	"Os12g0211000"	1
"Os12g0211400"	"Os12g0211400"	1
"Os12g0211500"	"Os12g0211500"	1
"Os12g0211600"	"Os12g0211600"	1
"Os12g0212100"	NA	3
"Os12g0212400"	"Os12g0212400"	1
"Os12g0212900"	NA	3
"Os12g0215900"	"Os11g0426850"	2
"Os12g0216000"	"Os12g0216000"	1
"Os12g0216500"	"Os12g0216500"	1
"Os12g0217300"	"Os12g0217300"	1
"Os12g0217800"	"Os12g0217800"	1
"Os12g0218000"	"Os03g0172933"	2
"Os12g0218100"	"Os12g0218100"	1
"Os12g0218300"	"Os12g0218300"	1
"Os12g0218500"	"Os12g0221700"	2
"Os12g0218600"	"Os12g0218600"	1
"Os12g0218800"	"Os12g0218800"	1
"Os12g0218900"	"Os12g0218900"	1
"Os12g0219000"	"Os11g0559600"	2
"Os12g0219700"	"Os12g0219700"	1
"Os12g0220800"	"Os12g0220800"	1
"Os12g0221400"	"Os12g0221400"	1
"Os12g0221600"	"Os12g0221600"	1
"Os12g0221700"	"Os12g0221700"	1
"Os12g0222000"	NA	3
"Os12g0222300"	"Os12g0222300"	1
"Os12g0222500"	NA	3
"Os12g0222800"	NA	3
"Os12g0222900"	"Os12g0223000"	2
"Os12g0223000"	"Os12g0223000"	1
"Os12g0223300"	"Os12g0223300"	1
"Os12g0223700"	NA	3
"Os12g0224000"	"Os12g0224000"	1
"Os12g0224400"	"Os12g0224400"	1
"Os12g0224500"	"Os12g0224500"	1
"Os12g0225100"	"Os12g0225100"	1
"Os12g0225200"	NA	3
"Os12g0225300"	"Os12g0225300"	1
"Os12g0225700"	"Os12g0225700"	1
"Os12g0225900"	"Os12g0225900"	1
"Os12g0226300"	"Os02g0517421"	2
"Os12g0226400"	"Os12g0226400"	1
"Os12g0226700"	"Os12g0226700"	1
"Os12g0226900"	"Os12g0226900"	1
"Os12g0227400"	"Os12g0227400"	1
"Os12g0227500"	"Os12g0227500"	1
"Os12g0228300"	NA	3
"Os12g0228400"	"Os12g0228400"	1
"Os12g0228500"	"Os12g0543800"	2
"Os12g0228700"	"Os12g0228650"	2
"Os12g0228800"	"Os12g0228800"	1
"Os12g0228900"	"Os12g0228900"	1
"Os12g0229100"	"Os12g0229100"	1
"Os12g0229700"	"Os11g0497875"	2
"Os12g0230100"	"Os12g0230100"	1
"Os12g0230200"	"Os12g0230200"	1
"Os12g0230500"	NA	3
"Os12g0230600"	"Os12g0230600"	1
"Os12g0230800"	NA	3
"Os12g0231000"	"Os12g0231000"	1
"Os12g0231100"	"Os12g0231100"	1
"Os12g0231700"	"Os01g0650700"	2
"Os12g0232700"	"Os12g0232700"	1
"Os12g0233100"	"Os12g0233100"	1
"Os12g0233200"	NA	3
"Os12g0233300"	"Os12g0233300"	1
"Os12g0233400"	"Os12g0233400"	1
"Os12g0233500"	"Os12g0233500"	1
"Os12g0233600"	"Os12g0233600"	1
"Os12g0233700"	"Os12g0233600"	2
"Os12g0233800"	"Os12g0233800"	1
"Os12g0233900"	"Os12g0233900"	1
"Os12g0234000"	"Os12g0234000"	1
"Os12g0235200"	"Os12g0235200"	1
"Os12g0235300"	"Os12g0235300"	1
"Os12g0235700"	"Os12g0235650"	2
"Os12g0235800"	"Os12g0235800"	1
"Os12g0236100"	NA	3
"Os12g0236200"	"Os12g0236200"	1
"Os12g0236400"	"Os12g0236400"	1
"Os12g0236500"	"Os12g0236500"	1
"Os12g0236600"	"Os12g0236600"	1
"Os12g0236700"	"Os12g0236700"	1
"Os12g0236800"	"Os12g0236800"	1
"Os12g0236900"	"Os12g0236900"	1
"Os12g0237900"	"Os12g0237900"	1
"Os12g0238000"	"Os12g0238000"	1
"Os12g0238100"	"Os12g0238100"	1
"Os12g0238900"	"Os12g0238900"	1
"Os12g0239000"	"Os12g0239000"	1
"Os12g0239200"	"Os12g0239200"	1
"Os12g0239300"	"Os12g0239300"	1
"Os12g0239900"	"Os12g0239900"	1
"Os12g0240000"	"Os12g0240000"	1
"Os12g0240800"	NA	3
"Os12g0240900"	"Os12g0240900"	1
"Os12g0241000"	"Os12g0241100"	2
"Os12g0241100"	NA	3
"Os12g0241400"	NA	3
"Os12g0241800"	"Os01g0553901"	2
"Os12g0242100"	"Os12g0242100"	1
"Os12g0242500"	"Os12g0242500"	1
"Os12g0242600"	"Os11g0461132"	2
"Os12g0242700"	"Os12g0242700"	1
"Os12g0242800"	"Os12g0242800"	1
"Os12g0242900"	"Os12g0242900"	1
"Os12g0243100"	NA	3
"Os12g0244000"	"Os12g0244000"	1
"Os12g0244100"	"Os12g0244100"	1
"Os12g0244200"	"Os12g0244200"	1
"Os12g0244400"	"Os12g0244400"	1
"Os12g0244500"	"Os12g0244500"	1
"Os12g0244700"	NA	3
"Os12g0244800"	"Os12g0244800"	1
"Os12g0245000"	"Os12g0245000"	1
"Os12g0245100"	"Os12g0245100"	1
"Os12g0245700"	"Os12g0245700"	1
"Os12g0245800"	"Os12g0245800"	1
"Os12g0246700"	"Os12g0246700"	1
"Os12g0247700"	"Os12g0247700"	1
"Os12g0248600"	"Os12g0248600"	1
"Os12g0248700"	NA	3
"Os12g0248900"	"Os06g0360500"	2
"Os12g0249900"	"Os12g0249900"	1
"Os12g0250700"	"Os12g0250700"	1
"Os12g0250800"	NA	3
"Os12g0250900"	"Os12g0250900"	1
"Os12g0252000"	NA	3
"Os12g0254400"	"Os12g0254400"	1
"Os12g0254500"	"Os12g0254601"	2
"Os12g0254700"	NA	3
"Os12g0255000"	"Os12g0255000"	1
"Os12g0255200"	"Os12g0255200"	1
"Os12g0255600"	NA	3
"Os12g0256000"	"Os12g0256000"	1
"Os12g0256300"	"Os12g0256300"	1
"Os12g0256400"	"Os12g0256400"	1
"Os12g0256600"	"Os12g0256600"	1
"Os12g0256900"	"Os12g0256900"	1
"Os12g0257000"	"Os12g0257000"	1
"Os12g0257400"	NA	3
"Os12g0257500"	"Os12g0257500"	1
"Os12g0257600"	NA	3
"Os12g0257700"	NA	3
"Os12g0257800"	"Os12g0257600"	2
"Os12g0257900"	"Os12g0257900"	1
"Os12g0258200"	"Os12g0258200"	1
"Os12g0258700"	"Os12g0258700"	1
"Os12g0259800"	NA	3
"Os12g0260200"	NA	3
"Os12g0260500"	"Os12g0260500"	1
"Os12g0261300"	"Os12g0261300"	1
"Os12g0262000"	"Os12g0262100"	2
"Os12g0262700"	"Os12g0262700"	1
"Os12g0263000"	"Os12g0263000"	1
"Os12g0263100"	"Os12g0263100"	1
"Os12g0263200"	"Os12g0263200"	1
"Os12g0263500"	"Os12g0263600"	2
"Os12g0263800"	"Os12g0263800"	1
"Os12g0263900"	"Os12g0263800"	2
"Os12g0264500"	"Os12g0264500"	1
"Os12g0264800"	"Os12g0264800"	1
"Os12g0265000"	NA	3
"Os12g0265100"	"Os12g0265100"	1
"Os12g0265200"	NA	3
"Os12g0265400"	NA	3
"Os12g0265600"	"Os12g0265600"	1
"Os12g0265800"	"Os12g0265800"	1
"Os12g0265900"	NA	3
"Os12g0266000"	"Os12g0266000"	1
"Os12g0266200"	"Os12g0266200"	1
"Os12g0267100"	NA	3
"Os12g0267200"	"Os12g0267200"	1
